##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时15分22秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时15分23秒.407,4,3,2,3,4,2,2,2,2,4,1,2,3,2,2,3,3,4,6,6,9,9,8,8,3,2,3,4,4,4,4,4,3,2,4,4,4,4,4,5,3,3,5,8,9,13,13,11,2,3,8,6,6,5,5,6,3,4,7,23,16,16,16,16,3,1,3,3,3,2,1,2,4,3,7,13,14,18,17,18,3,3,8,16,23,71,54,53,4,2,7,15,21,79,94,85,1009.0,1.0,94.0,10.51,96.0,1.64564664726016,5.334653377532959,8.690098762512207
14时15分23秒.456,4,4,4,3,3,3,3,3,4,1,2,3,2,2,1,2,3,2,4,7,8,8,8,7,2,2,4,2,3,3,3,3,4,2,4,4,4,5,5,5,4,2,7,9,11,13,13,13,4,3,7,6,6,5,6,6,3,4,6,23,14,16,16,15,2,3,2,1,2,3,4,3,3,3,5,13,14,18,17,18,3,3,7,15,26,70,55,53,4,2,7,14,21,79,94,85,1007.0,1.0,94.0,10.49,96.0,1.6498908024223344,5.334653377532959,8.690098762512207
14时15分23秒.505,3,2,3,2,2,2,2,2,3,3,2,2,2,3,4,2,3,2,5,8,7,8,9,9,3,2,2,2,5,4,3,2,4,2,4,4,5,5,4,5,4,1,5,9,9,13,13,13,4,4,5,5,4,7,5,6,5,4,7,24,14,16,16,15,4,2,3,4,3,2,3,4,4,4,5,13,14,18,17,18,2,3,7,14,24,69,55,53,4,3,7,14,21,78,95,85,1006.0,1.0,95.0,10.48,96.0,1.64675581626701,5.334653377532959,8.690098762512207
14时15分23秒.556,3,4,4,3,5,4,2,3,2,3,2,3,2,3,2,2,2,2,6,6,8,10,9,8,3,3,3,2,3,3,4,3,3,3,5,5,6,6,7,7,4,3,7,10,10,13,13,13,5,3,5,5,5,5,5,4,2,2,6,23,16,16,16,15,2,2,2,2,2,2,2,3,3,3,8,13,16,20,17,18,3,2,6,16,24,71,55,52,5,4,9,16,22,78,94,85,1027.0,2.0,94.0,10.7,96.0,1.6134859686153444,5.334653377532959,8.690098762512207
14时15分23秒.608,3,2,2,4,2,2,4,4,4,3,3,1,2,2,2,3,4,2,5,8,6,10,9,9,3,3,3,4,2,4,3,4,3,2,3,5,5,3,5,4,2,3,5,9,10,12,13,13,3,2,6,5,5,5,5,5,4,5,6,23,16,16,16,15,3,2,3,3,2,3,2,3,3,5,6,13,14,18,17,17,2,2,6,13,23,71,55,52,4,3,6,14,22,78,95,85,1001.0,1.0,95.0,10.43,96.0,1.6600544216541848,5.353147029876709,8.695804595947266
14时15分23秒.658,3,3,4,4,4,2,4,3,4,2,3,3,4,2,3,1,2,1,5,6,6,7,6,8,4,2,3,2,4,3,4,2,2,3,4,4,5,5,5,6,3,4,5,8,10,12,13,13,3,2,7,5,8,6,6,4,2,2,5,24,14,16,16,15,4,2,2,2,4,4,4,3,5,4,8,15,13,20,17,19,4,2,6,13,23,70,55,52,4,3,6,13,22,79,93,84,1006.0,1.0,93.0,10.48,96.0,1.6372816497805975,5.353147029876709,8.695804595947266
14时15分23秒.706,1,4,4,3,4,1,2,1,4,4,2,3,4,2,3,2,2,4,5,6,8,9,8,9,2,3,4,4,3,3,2,1,3,3,4,4,5,5,4,5,2,3,5,9,9,14,13,13,3,2,8,5,5,7,5,8,4,2,5,24,16,16,16,17,2,4,1,5,2,4,3,3,4,2,6,12,16,20,17,16,3,3,6,13,26,69,54,53,4,3,7,13,22,79,93,84,1010.0,1.0,93.0,10.52,96.0,1.6324123622958797,5.353147029876709,8.695804595947266
14时15分23秒.757,3,2,5,4,2,4,3,3,1,1,2,2,3,4,3,2,2,3,5,5,6,8,8,10,2,2,3,4,3,2,1,4,3,2,4,4,5,6,5,5,4,2,6,9,10,13,16,13,5,2,6,5,5,5,8,5,4,4,8,23,15,16,14,15,2,4,1,3,3,3,2,2,4,2,6,12,15,20,19,20,4,3,7,16,25,70,54,53,4,2,6,13,23,80,93,84,1014.0,1.0,93.0,10.56,96.0,1.6353535242018553,5.353147029876709,8.695804595947266
14时15分23秒.807,2,2,4,2,4,2,4,4,2,3,2,3,4,2,3,5,2,2,6,8,7,9,9,9,4,4,4,5,3,2,3,4,1,2,5,4,4,4,4,4,3,2,5,9,9,12,13,13,4,2,7,5,5,5,6,8,4,3,8,23,17,16,14,14,3,2,4,4,3,4,4,4,4,2,6,11,15,20,18,17,4,2,8,15,25,70,55,53,3,3,6,16,22,80,95,85,1027.0,1.0,95.0,10.7,96.0,1.6219816893055201,5.353147029876709,8.695804595947266
14时15分23秒.856,3,5,3,2,4,4,4,2,3,2,4,3,3,2,1,2,2,3,5,8,7,8,8,8,3,2,1,2,2,2,2,4,4,1,4,5,3,5,5,5,4,2,5,8,10,12,13,13,3,2,8,7,5,6,7,4,3,2,6,23,14,16,14,14,2,2,3,2,2,4,4,3,4,1,7,14,13,20,18,17,4,2,7,17,24,69,54,53,3,2,6,14,22,80,93,84,997.0,1.0,93.0,10.39,96.0,1.6579199173749313,5.350551605224609,8.721665382385254
14时15分23秒.909,3,1,4,1,1,3,1,2,1,3,2,1,2,3,2,1,4,2,5,8,7,10,10,9,2,2,4,3,4,3,4,1,4,3,3,4,3,2,3,3,5,2,7,8,11,12,13,12,4,5,5,7,5,6,5,7,2,2,6,24,16,18,16,14,3,3,3,4,2,4,3,5,3,3,6,13,15,17,16,17,3,1,6,16,23,69,55,53,4,3,7,14,22,80,93,84,996.0,1.0,93.0,10.38,96.0,1.6642940483702553,5.350551605224609,8.721665382385254
14时15分23秒.955,5,3,3,3,4,2,4,2,2,1,3,2,3,3,3,3,2,4,4,6,7,8,8,8,2,2,4,1,3,2,4,3,4,4,4,5,4,4,5,6,2,3,5,9,9,11,13,15,3,3,5,5,6,5,6,5,4,4,5,23,13,16,16,14,2,4,2,2,4,3,4,4,3,3,5,13,15,19,19,17,5,4,7,15,26,70,55,52,3,3,8,14,21,78,93,84,1007.0,1.0,93.0,10.49,96.0,1.6325861910047161,5.350551605224609,8.721665382385254
14时15分24秒.008,1,3,4,2,3,4,2,2,2,4,3,3,1,2,3,3,4,4,5,8,8,8,10,9,3,2,2,4,4,3,2,5,4,2,4,3,4,3,4,4,3,2,5,7,9,11,13,13,3,2,5,6,6,8,5,6,4,2,6,24,15,18,16,14,2,2,4,5,2,5,4,3,5,2,5,13,13,18,17,17,3,3,6,15,23,69,55,52,2,3,6,14,24,79,95,86,1006.0,1.0,95.0,10.48,96.0,1.654972564156846,5.350551605224609,8.721665382385254
14时15分24秒.057,2,2,2,4,4,2,3,4,2,2,2,3,4,2,1,2,3,4,6,5,6,9,8,8,2,3,3,4,4,2,4,3,3,4,4,4,5,5,6,7,4,3,7,9,9,11,13,13,4,2,6,6,5,4,5,4,5,2,6,22,13,15,14,13,2,2,5,3,3,2,3,2,3,3,6,13,15,22,17,17,3,2,7,15,23,69,55,52,2,2,5,14,21,77,93,85,991.0,1.0,93.0,10.32,96.0,1.6552579526547535,5.348637580871582,8.696770668029785
14时15分24秒.108,2,4,1,2,2,2,2,2,2,2,2,4,3,3,3,2,3,2,4,7,8,9,9,10,4,4,4,3,2,3,1,2,2,2,4,5,4,3,4,3,3,1,6,7,10,11,13,12,4,4,6,5,5,6,5,6,2,1,5,22,13,17,16,16,3,4,3,5,5,2,4,4,4,2,6,16,14,18,20,17,4,3,8,15,23,71,55,52,3,3,6,14,21,78,95,85,999.0,1.0,95.0,10.41,96.0,1.6670075132357143,5.348637580871582,8.696770668029785
14时15分24秒.158,3,4,3,4,4,4,2,3,3,4,3,1,2,2,3,2,4,2,4,6,6,8,8,6,2,4,2,4,3,2,2,3,3,4,5,5,4,6,5,5,3,3,6,9,10,13,13,14,3,4,6,5,7,5,5,5,5,4,5,22,15,16,15,13,2,4,2,4,4,4,3,5,4,2,6,13,17,20,17,17,3,3,7,14,23,69,55,52,3,4,8,16,21,78,93,85,1014.0,1.0,93.0,10.56,96.0,1.6164029995362457,5.348637580871582,8.696770668029785
14时15分24秒.209,2,2,2,4,2,2,2,3,2,2,3,3,2,3,4,5,2,3,6,7,6,8,9,9,4,4,3,3,2,2,3,5,3,2,4,5,5,3,4,4,3,2,5,7,11,13,13,12,2,3,6,6,6,6,7,7,3,3,8,23,15,16,17,16,2,2,4,4,3,3,4,4,4,4,7,13,14,18,17,19,3,2,6,14,24,69,55,52,3,4,8,15,22,79,94,85,1016.0,2.0,94.0,10.58,96.0,1.6266466401645392,5.348637580871582,8.696770668029785
14时15分24秒.256,3,2,3,5,2,2,2,4,3,2,4,2,2,2,1,3,4,4,5,8,6,9,9,7,3,1,2,2,2,2,2,4,3,3,6,5,5,5,4,5,3,4,6,9,10,13,13,15,4,2,5,5,5,5,4,4,4,4,5,23,13,16,16,14,2,2,3,4,1,4,3,4,4,2,7,13,14,18,19,18,3,2,9,14,24,69,55,52,3,4,6,14,22,78,94,85,1002.0,1.0,94.0,10.44,96.0,1.6488028754547583,5.348637580871582,8.696770668029785
14时15分24秒.308,2,2,4,1,3,2,3,2,2,2,3,4,4,1,2,3,3,2,6,7,8,9,10,9,2,2,4,4,3,3,1,4,4,4,3,3,3,4,4,4,3,2,6,9,10,12,12,13,2,4,6,5,5,5,5,7,3,3,5,23,15,16,15,16,4,1,3,3,3,5,2,3,4,2,5,12,13,18,17,18,4,1,8,14,24,71,55,52,3,2,6,16,22,80,94,85,998.0,1.0,94.0,10.4,96.0,1.6724800655074492,5.371743679046631,8.742485046386719
14时15分24秒.357,2,3,3,3,3,4,3,3,4,1,2,1,2,2,2,1,3,2,5,6,6,8,8,8,2,2,2,2,4,2,3,4,4,3,5,4,5,5,6,5,4,4,7,7,9,12,12,13,2,3,7,5,5,5,5,5,3,2,8,22,14,15,13,16,4,2,3,2,3,2,4,3,5,2,6,12,13,18,19,18,4,4,6,13,24,70,55,53,3,4,7,14,21,79,94,85,993.0,1.0,94.0,10.34,96.0,1.6703470042806405,5.371743679046631,8.742485046386719
14时15分24秒.408,2,3,1,2,3,2,2,2,2,2,3,2,3,2,2,2,4,3,6,7,7,9,10,9,3,2,1,3,4,3,2,3,5,3,4,4,4,4,3,4,3,2,5,8,8,12,16,13,4,3,8,6,4,7,5,7,3,4,8,22,16,15,15,15,3,4,3,4,3,2,2,4,4,2,6,12,13,18,18,18,3,2,7,15,25,70,55,51,4,4,6,14,22,79,95,86,1005.0,1.0,95.0,10.47,96.0,1.658510077400702,5.371743679046631,8.742485046386719
14时15分24秒.457,4,2,3,4,4,2,2,4,2,2,3,4,2,4,3,2,5,2,5,6,6,7,8,8,3,4,4,2,2,5,6,4,4,3,4,4,4,5,5,5,4,2,5,9,9,12,14,13,2,4,8,5,4,6,5,4,2,2,7,22,16,15,14,15,2,4,2,4,4,4,3,4,4,5,5,12,16,20,18,18,2,2,6,14,24,70,55,51,2,3,8,14,21,79,94,86,1013.0,2.0,94.0,10.55,96.0,1.6339966964341244,5.371743679046631,8.742485046386719
14时15分24秒.508,2,2,1,2,2,2,2,2,2,1,2,3,3,4,4,3,3,2,5,7,7,9,8,9,2,2,2,2,2,2,2,4,4,3,5,4,4,3,4,4,5,4,6,7,10,12,13,13,3,2,6,5,5,6,5,6,3,2,5,25,16,17,17,15,3,3,4,2,4,3,3,4,2,2,8,15,13,18,18,17,3,2,8,13,24,71,55,53,4,2,8,14,21,80,94,86,1001.0,1.0,94.0,10.43,96.0,1.6770507413678828,5.380119800567627,8.803696632385254
14时15分24秒.558,2,3,4,3,4,2,4,2,2,2,3,2,4,2,2,2,2,3,6,8,7,8,7,8,2,2,2,4,3,4,3,3,4,2,3,4,6,7,6,7,5,2,6,9,9,12,13,13,3,4,7,6,4,5,5,6,4,2,6,23,15,14,14,14,2,2,3,3,4,3,3,4,2,3,6,14,16,20,18,20,4,2,6,13,24,70,55,53,3,3,5,16,21,80,94,86,1013.0,2.0,94.0,10.55,96.0,1.6468283252332065,5.380119800567627,8.803696632385254
14时15分24秒.607,2,4,3,3,3,4,2,2,2,1,2,3,3,2,2,2,3,4,5,6,7,9,9,8,4,2,3,3,3,4,2,2,4,1,4,3,3,4,4,5,3,2,5,8,10,12,13,13,4,1,8,5,5,7,5,6,4,1,6,23,15,17,16,14,2,1,3,2,3,4,2,4,4,4,5,12,13,19,18,18,4,4,8,15,24,69,55,53,3,3,6,16,21,78,94,85,997.0,1.0,94.0,10.39,96.0,1.661934505195878,5.380119800567627,8.803696632385254
14时15分24秒.657,5,2,3,3,4,3,2,4,3,3,2,3,2,2,1,2,2,2,4,5,7,8,9,8,1,1,3,4,4,2,2,3,4,4,4,5,5,5,5,5,4,2,6,7,10,14,13,13,4,2,6,5,5,7,5,5,2,2,6,23,13,13,14,14,2,4,2,4,3,4,4,5,5,2,7,12,16,19,18,18,4,3,6,15,24,70,55,53,4,1,8,15,21,77,92,85,999.0,1.0,92.0,10.41,96.0,1.6435299450176315,5.380119800567627,8.803696632385254
14时15分24秒.706,2,2,2,2,3,2,2,1,1,3,2,3,2,2,2,3,2,3,6,6,8,8,9,10,4,2,3,2,4,3,2,3,3,3,3,3,5,4,4,4,3,2,5,7,10,14,13,12,3,2,7,5,6,8,4,6,4,2,7,23,16,16,14,17,4,2,3,4,5,3,4,2,3,2,6,12,13,18,17,18,4,3,7,14,24,72,55,53,2,2,8,15,21,77,92,85,994.0,1.0,92.0,10.35,96.0,1.6643025929616622,5.380119800567627,8.803696632385254
14时15分24秒.758,2,2,4,4,3,4,3,4,3,1,1,2,3,3,2,2,3,4,4,5,6,8,7,8,4,2,3,3,2,2,4,3,4,2,4,4,5,5,4,5,4,2,5,8,9,13,13,12,5,4,7,6,6,5,5,5,4,2,6,22,15,14,14,14,4,3,4,4,4,3,5,2,5,2,6,14,16,18,19,17,2,5,8,13,23,69,55,53,2,4,8,15,21,76,92,84,1000.0,1.0,92.0,10.42,96.0,1.6249061511361202,5.306000232696533,8.739999771118164
14时15分24秒.807,4,3,3,2,2,2,1,2,2,2,2,3,4,4,5,4,3,2,6,6,6,8,8,8,4,2,3,3,3,4,2,3,5,2,5,4,2,3,4,4,2,2,5,8,8,13,13,12,4,3,8,5,5,6,5,5,4,4,5,23,14,17,14,14,2,2,4,3,3,4,3,2,4,3,6,13,14,18,18,17,4,2,5,16,23,69,55,53,3,2,5,13,21,78,93,85,987.0,1.0,93.0,10.28,96.0,1.669905052537192,5.306000232696533,8.739999771118164
14时15分24秒.857,4,5,4,4,3,3,3,2,4,2,3,2,4,3,2,2,2,4,5,6,6,9,8,8,2,3,3,2,3,2,3,4,3,4,4,6,5,5,6,4,3,5,6,9,9,13,13,12,3,3,5,5,6,5,6,6,2,4,5,23,14,16,14,14,2,3,4,4,4,3,3,3,5,2,5,13,13,18,18,17,3,3,8,16,23,70,55,53,3,2,6,13,21,77,93,85,1006.0,2.0,93.0,10.48,96.0,1.6300235057476526,5.306000232696533,8.739999771118164
14时15分24秒.908,1,2,2,2,2,1,2,4,3,4,3,3,4,3,3,3,3,3,8,8,9,9,10,9,2,1,4,3,4,3,2,2,2,3,4,4,3,3,4,4,4,2,4,8,9,12,13,12,4,4,5,6,4,6,5,5,4,2,6,24,14,16,14,14,5,2,2,3,3,5,3,3,3,4,6,12,13,20,17,16,2,4,5,15,23,70,55,53,3,2,7,13,21,78,92,85,991.0,1.0,92.0,10.32,96.0,1.6615060130448438,5.306000232696533,8.739999771118164
14时15分24秒.958,4,1,2,2,4,3,2,1,3,4,2,2,3,2,1,3,3,3,5,6,6,8,7,7,4,2,2,2,2,2,4,3,4,4,3,4,5,6,5,4,4,2,6,9,11,15,13,12,3,2,6,5,5,6,4,5,4,4,5,23,14,16,14,13,2,3,2,1,2,3,4,3,4,2,5,14,15,19,17,16,5,3,6,14,24,70,55,51,4,2,7,13,20,78,90,83,978.0,1.0,90.0,10.19,96.0,1.6621616004751372,5.306000232696533,8.739999771118164
14时15分25秒.008,1,4,3,4,2,2,3,3,3,2,5,3,2,2,2,2,3,4,6,6,8,8,9,9,2,3,2,4,4,4,2,3,3,1,3,3,3,5,5,5,4,2,6,8,8,12,13,12,2,3,5,6,5,5,5,6,5,2,6,23,14,15,16,16,3,2,4,4,4,5,2,3,2,3,7,13,14,19,17,18,4,2,8,16,24,70,55,51,2,4,6,16,20,79,90,83,997.0,1.0,90.0,10.39,96.0,1.6323832479949036,5.3395185470581055,8.714643478393555
14时15分25秒.057,2,3,4,5,3,3,2,2,3,1,4,1,4,3,3,3,4,2,6,5,6,8,8,8,2,3,3,5,3,3,3,2,3,2,5,5,6,5,6,5,4,3,6,9,10,14,15,12,2,2,5,5,6,5,4,5,2,3,5,26,13,17,13,13,3,2,3,2,4,4,3,4,3,4,6,13,16,21,20,18,4,2,6,15,24,72,55,51,5,2,6,14,22,79,90,83,1009.0,1.0,90.0,10.51,96.0,1.6240171179066714,5.3395185470581055,8.714643478393555
14时15分25秒.107,2,3,3,2,2,4,1,2,4,3,0,2,3,2,3,4,3,2,5,8,5,9,9,9,3,4,2,4,4,4,4,2,3,2,4,5,4,4,4,3,3,4,5,8,9,14,15,14,4,4,6,6,6,5,6,5,3,3,6,23,13,17,17,13,4,4,4,4,4,4,3,5,4,1,5,13,14,19,17,16,2,2,7,14,23,70,55,51,3,3,6,13,21,80,92,85,1003.0,1.0,92.0,10.56,95.0,1.6303477771470845,5.3395185470581055,8.714643478393555
14时15分25秒.157,4,2,4,4,3,3,3,3,3,2,2,2,1,2,2,4,4,4,4,5,6,8,8,8,2,3,3,2,2,4,3,4,2,4,5,4,4,5,4,4,2,3,5,8,10,12,13,12,3,2,6,5,4,5,5,5,4,1,7,22,13,15,14,13,2,1,4,4,3,2,3,2,4,3,6,13,14,19,17,19,3,3,6,16,24,71,55,52,4,2,6,16,21,79,92,84,985.0,1.0,92.0,10.26,96.0,1.6744508711238024,5.3395185470581055,8.714643478393555
14时15分25秒.208,2,3,2,4,2,3,2,1,2,1,2,3,2,1,2,5,2,4,6,6,9,9,8,8,3,3,2,4,2,2,2,2,4,2,3,4,5,4,5,3,3,4,8,8,9,12,13,12,2,2,5,5,6,6,5,6,5,2,5,23,13,15,14,16,4,1,4,3,4,2,2,3,3,4,6,13,14,18,19,16,2,3,6,13,23,71,54,52,2,4,8,13,21,81,92,84,983.0,1.0,92.0,10.24,96.0,1.683561941699131,5.3395185470581055,8.714643478393555
14时15分25秒.257,2,4,4,4,4,4,2,4,3,3,2,2,2,1,2,1,3,2,4,7,6,9,6,8,2,3,4,3,1,2,4,3,4,4,5,5,6,5,6,5,4,2,7,10,10,12,13,12,4,2,8,7,6,5,6,4,3,2,7,23,13,15,14,13,3,3,3,4,2,2,4,4,3,2,6,13,16,18,18,18,3,3,5,16,23,71,54,52,3,2,7,15,21,80,92,85,1004.0,1.0,92.0,10.46,96.0,1.6435554699927617,5.312748908996582,8.702191352844238
