##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时34分22秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时34分23秒.437,6,331,475,480,555,513,74,5,5,392,537,701,676,540,68,5,6,264,581,686,561,345,67,6,5,5,5,5,6,5,6,5,5,26,25,25,25,25,19,5,5,5,5,5,5,6,6,6,5,33,34,34,34,34,25,5,5,25,24,26,26,27,21,4,5,25,25,25,26,27,22,5,5,29,28,28,32,29,23,5,5,57,61,63,64,67,40,6,5,39,39,40,40,40,27,5,9418.0,4.0,701.0,98.1,96.0,1.8823852236357552,3.7491021156311035,2.628776788711548
14时34分23秒.538,5,337,478,484,561,522,77,6,5,394,534,713,688,552,72,5,6,272,586,699,570,348,67,5,5,5,5,5,5,5,5,5,5,27,25,26,28,26,19,5,4,5,4,4,5,5,5,5,4,33,33,33,34,34,25,5,5,25,24,25,24,25,21,5,5,25,25,25,26,26,21,6,6,26,26,27,29,27,23,4,5,57,61,62,64,67,39,5,5,38,40,40,40,40,27,5,9501.0,4.0,713.0,98.97,96.0,1.8929568275978992,3.7490265369415283,2.6335649490356445
14时34分23秒.637,6,337,487,488,562,522,75,4,5,397,546,714,692,552,72,5,6,276,599,710,578,351,68,6,5,5,5,6,5,5,6,5,5,27,28,26,27,26,19,6,5,5,4,5,5,5,5,5,5,33,33,34,33,34,25,8,6,24,24,25,24,24,21,5,5,22,24,25,26,24,20,5,7,29,29,30,29,30,24,5,6,57,61,62,64,67,39,5,5,39,40,40,40,40,27,5,9592.0,4.0,714.0,99.92,96.0,1.892360902427894,3.7490265369415283,2.6335649490356445
14时34分23秒.737,6,340,490,492,564,523,75,5,6,398,546,716,697,551,72,5,6,276,594,708,577,350,68,6,5,5,5,5,5,5,6,5,4,28,28,27,28,29,21,5,4,4,4,5,5,5,6,4,4,32,33,34,33,34,25,5,5,25,24,25,23,24,21,5,6,22,24,24,23,24,20,5,6,29,29,30,29,31,24,5,5,57,61,63,64,67,39,6,6,39,40,40,40,40,27,5,9601.0,4.0,716.0,100.01,96.0,1.8931956323644137,3.7490265369415283,2.6335649490356445
14时34分23秒.837,4,339,491,492,565,525,75,5,5,400,547,722,697,556,71,6,5,276,594,708,579,351,68,5,4,6,5,5,5,6,7,5,5,28,28,28,28,28,21,5,5,4,4,4,5,6,6,5,5,33,33,33,34,35,25,5,5,22,20,23,23,24,20,5,5,22,24,23,23,24,18,5,6,29,29,29,29,30,24,4,5,57,58,62,64,67,37,5,5,39,40,40,40,40,27,5,9599.0,4.0,722.0,99.99,96.0,1.899750740931932,3.7451295852661133,2.616262197494507
14时34分23秒.937,5,333,478,479,561,522,73,5,5,395,541,716,696,551,72,5,5,273,577,695,570,344,67,5,6,5,5,5,6,6,6,5,5,28,28,28,28,28,21,5,5,5,5,6,5,5,5,5,6,32,33,33,34,35,25,5,5,21,22,20,20,19,17,5,5,29,29,29,31,32,25,5,5,27,29,29,29,31,24,6,6,57,59,63,64,67,38,4,4,38,40,40,40,40,27,5,9518.0,4.0,716.0,99.15,96.0,1.8879530129814812,3.7451295852661133,2.616262197494507
14时34分24秒.038,6,348,488,493,570,529,75,6,6,407,541,717,700,556,73,5,5,279,583,700,579,349,68,5,4,5,5,5,5,5,6,6,6,33,32,33,33,33,24,6,6,5,5,5,5,5,5,5,5,32,33,33,33,33,24,5,6,20,21,20,22,21,17,6,6,29,29,29,30,30,25,6,5,30,29,32,32,31,24,6,6,57,60,63,65,69,40,6,5,38,40,40,40,41,27,5,9676.0,4.0,717.0,100.79,96.0,1.8779476814218072,3.745969295501709,2.6514055728912354
14时34分24秒.137,6,352,495,497,575,532,77,5,6,409,556,723,708,563,73,6,5,282,604,708,586,356,68,5,4,4,5,6,5,5,6,5,7,33,32,33,33,32,24,5,6,5,5,5,5,5,5,5,5,32,33,33,33,35,25,5,6,26,26,22,23,24,19,5,5,27,29,29,29,29,23,6,5,28,32,30,28,29,24,6,5,58,61,63,65,68,40,6,5,38,40,40,40,40,27,5,9789.0,4.0,723.0,101.97,96.0,1.8822446425944677,3.745969295501709,2.6514055728912354
14时34分24秒.236,5,337,484,488,568,530,75,5,6,405,555,726,706,559,73,5,6,280,604,704,581,350,68,6,5,5,5,6,6,6,6,5,6,31,32,33,32,32,23,5,5,5,5,4,5,5,6,5,5,32,33,33,32,34,25,5,5,20,22,21,22,21,18,5,6,25,28,28,27,28,22,6,5,28,29,29,28,30,24,5,5,57,61,63,65,67,40,5,5,39,40,40,40,40,28,6,9686.0,4.0,726.0,100.9,96.0,1.8899804113484258,3.745969295501709,2.6514055728912354
14时34分24秒.351,5,349,499,500,577,531,75,5,6,409,562,726,711,565,73,5,5,281,616,716,592,359,68,5,5,5,5,6,5,6,6,6,5,32,33,32,32,32,23,5,5,4,4,3,5,5,5,5,6,32,33,33,34,34,26,5,5,20,20,21,21,20,17,6,5,25,27,27,27,27,22,5,5,27,29,29,29,30,24,5,5,57,61,63,65,67,40,5,4,38,40,40,40,40,27,5,9787.0,3.0,726.0,101.95,96.0,1.8975534214335226,3.7417492866516113,2.613313674926758
14时34分24秒.436,5,349,499,500,578,533,75,4,5,415,559,726,714,568,73,5,5,283,620,721,592,359,69,5,5,5,5,5,6,5,6,5,4,33,33,33,34,32,24,5,5,4,5,5,5,5,5,5,5,33,33,34,34,34,26,6,5,19,20,21,21,20,19,6,5,25,26,27,27,26,22,6,5,27,28,28,27,27,24,5,6,57,61,62,65,67,40,5,6,39,39,40,40,40,28,5,9812.0,4.0,726.0,102.21,96.0,1.898174816724035,3.7417492866516113,2.613313674926758
14时34分24秒.536,5,347,495,499,579,534,76,6,7,416,553,727,714,567,72,6,6,285,614,724,586,359,68,6,5,5,6,5,5,5,7,5,5,34,34,33,34,33,23,5,5,5,4,5,5,4,6,6,6,33,33,35,34,34,26,5,5,19,20,21,21,22,18,5,6,26,26,26,27,26,22,6,6,25,28,27,27,27,24,5,6,57,61,64,65,67,39,5,6,39,40,40,40,40,27,5,9807.0,4.0,727.0,102.16,96.0,1.8945778799514914,3.7417492866516113,2.613313674926758
14时34分24秒.637,5,347,496,500,580,534,76,5,5,412,558,727,718,572,72,6,5,283,601,722,592,359,68,6,5,6,5,4,4,5,5,6,5,34,34,34,34,33,23,6,6,5,5,4,5,5,5,6,6,33,33,35,34,35,26,5,5,24,24,26,25,23,17,5,5,24,25,26,27,26,22,5,6,26,27,27,27,27,23,6,6,57,61,64,65,67,39,5,6,39,40,40,40,40,27,5,9819.0,4.0,727.0,102.28,96.0,1.8928656103586137,3.7436094284057617,2.6195640563964844
14时34分24秒.736,5,347,501,498,582,534,78,5,5,412,560,721,718,567,72,5,6,283,602,717,592,359,68,6,6,5,5,5,5,6,5,5,5,34,34,34,34,34,24,5,5,5,4,4,5,5,5,6,5,33,33,35,34,35,26,5,6,21,22,22,23,22,17,6,5,23,24,25,25,25,21,5,5,26,27,27,26,27,24,6,5,59,61,64,65,67,40,5,6,38,40,40,40,40,27,5,9796.0,4.0,721.0,102.04,96.0,1.8950925531711469,3.7436094284057617,2.6195640563964844
14时34分24秒.838,5,346,501,498,581,536,78,5,5,412,564,721,718,572,74,6,6,283,610,715,593,359,72,5,5,5,5,5,6,5,8,7,5,34,33,34,33,33,24,6,6,5,5,4,6,5,6,5,5,33,33,35,34,35,26,5,4,20,21,22,23,22,17,6,5,23,25,24,25,25,20,5,5,26,27,26,27,28,23,5,5,58,61,63,65,67,40,6,5,40,40,40,40,40,28,5,9818.0,4.0,721.0,102.27,96.0,1.8946769052801693,3.7436094284057617,2.6195640563964844
14时34分24秒.938,5,346,506,501,584,536,78,6,5,413,568,721,720,572,74,5,5,283,622,719,594,361,72,5,5,5,5,5,5,6,5,5,5,34,34,34,34,33,24,5,5,6,5,6,6,6,6,6,5,33,33,35,34,34,26,6,5,24,25,25,26,26,19,5,5,23,24,24,25,24,19,5,6,26,27,26,27,28,23,5,6,58,61,61,65,66,40,5,4,40,39,40,40,40,27,5,9866.0,4.0,721.0,102.77,96.0,1.8941623294803038,3.743360996246338,2.607743740081787
14时34分25秒.035,5,346,508,501,584,537,77,6,5,413,572,722,720,574,74,5,5,283,622,715,594,361,70,5,4,4,5,5,5,4,5,4,5,34,34,34,34,33,24,6,6,5,5,5,5,6,5,4,5,33,34,35,34,34,26,5,6,23,24,24,25,23,19,5,5,26,24,25,25,24,21,5,4,26,28,29,28,29,24,5,6,58,61,62,65,67,40,5,5,40,39,40,41,40,28,5,9870.0,4.0,722.0,102.81,96.0,1.894713530775519,3.743360996246338,2.607743740081787
14时34分25秒.136,5,346,513,501,585,538,78,5,6,413,575,725,719,573,74,5,5,283,624,712,591,359,71,5,5,6,5,6,5,5,6,6,4,34,34,34,34,33,25,6,4,4,5,5,5,6,5,5,6,33,33,35,34,34,26,5,4,23,25,24,24,24,19,6,5,25,24,25,25,25,21,5,6,26,28,29,28,29,24,4,4,57,61,63,64,67,40,6,5,40,40,40,41,40,28,5,9883.0,4.0,725.0,102.95,96.0,1.893110317619757,3.743360996246338,2.607743740081787
14时34分25秒.237,5,350,514,511,597,528,80,6,5,417,573,737,725,555,75,5,5,287,630,724,603,357,71,5,6,5,5,5,6,5,5,5,5,35,34,35,34,34,25,6,5,5,4,5,5,6,4,4,5,33,33,35,34,34,26,5,5,26,25,27,27,25,19,6,6,25,25,26,29,28,21,5,5,26,27,28,27,29,24,6,4,58,63,63,64,67,40,4,6,40,40,41,41,40,28,5,9959.0,4.0,737.0,103.74,96.0,1.8916325018627012,3.7346620559692383,2.618987798690796
14时34分25秒.336,4,356,522,515,605,531,79,5,4,417,583,746,732,557,76,6,5,290,638,732,605,359,71,6,5,5,5,6,5,5,5,6,5,34,34,35,35,35,25,5,5,5,5,5,5,5,5,5,5,33,34,35,34,34,26,6,5,22,24,23,25,26,21,7,5,25,25,29,28,28,22,6,5,27,28,28,27,28,24,5,5,58,63,63,64,67,40,5,5,40,40,40,41,40,28,4,10037.0,4.0,746.0,104.55,96.0,1.89655892169164,3.7346620559692383,2.618987798690796
14时34分25秒.436,5,353,522,514,599,527,79,5,5,409,575,746,728,558,76,6,5,284,624,735,608,360,70,5,5,5,5,6,5,6,6,5,5,35,36,35,35,35,25,6,5,6,5,4,5,4,5,6,5,32,33,34,34,34,26,6,6,21,24,23,22,24,19,6,6,25,25,28,27,28,22,5,5,27,28,28,28,28,24,5,5,59,62,63,65,67,40,5,5,40,40,39,41,40,28,5,9985.0,4.0,746.0,104.01,96.0,1.897021106943763,3.7346620559692383,2.618987798690796
14时34分25秒.537,6,353,528,522,605,535,80,5,6,415,583,748,736,566,76,5,5,289,632,742,611,362,71,5,5,6,5,5,5,5,6,4,5,35,35,35,34,34,25,5,5,4,5,6,5,5,5,5,5,32,35,34,34,33,26,6,5,22,24,23,22,24,21,5,5,26,26,27,27,27,22,5,6,27,28,28,28,28,24,5,5,59,61,64,65,68,40,5,6,39,40,41,41,41,28,5,10073.0,4.0,748.0,104.93,96.0,1.9001482255883193,3.7355802059173584,2.6029484272003174
14时34分25秒.638,6,350,527,524,606,536,80,5,6,414,584,754,735,565,76,5,6,289,640,742,610,364,72,5,6,5,5,6,6,6,7,6,6,35,35,34,34,34,25,5,4,5,5,4,5,5,5,5,5,32,35,34,34,34,26,4,5,23,27,24,25,24,21,5,5,26,26,27,27,26,22,5,5,27,28,28,28,28,24,5,5,59,63,64,66,68,42,6,5,39,40,41,41,41,28,5,10102.0,4.0,754.0,105.23,96.0,1.8979983386701442,3.7355802059173584,2.6029484272003174
14时34分25秒.737,5,342,528,523,604,538,80,5,7,405,584,754,731,565,77,7,5,283,635,742,609,364,74,6,6,5,5,6,5,6,6,6,6,35,35,35,34,34,25,4,5,6,5,6,5,5,5,5,6,32,33,33,34,34,26,5,5,26,27,27,26,29,21,5,5,25,26,27,27,29,22,6,5,28,28,28,28,28,24,6,5,59,61,64,66,68,42,5,5,40,40,40,41,41,28,5,10089.0,4.0,754.0,105.09,96.0,1.8938776648179119,3.7446229457855225,2.6185450553894043
14时34分25秒.835,4,342,526,522,603,538,80,5,5,406,579,749,731,568,77,6,5,284,635,734,609,364,73,6,5,5,5,6,5,5,5,5,7,33,35,35,34,34,25,5,5,5,5,4,6,5,5,6,5,32,34,37,35,36,27,5,6,26,26,26,26,26,21,5,5,25,26,27,28,27,22,5,5,28,28,28,28,29,24,4,5,59,61,64,66,68,42,4,5,40,40,40,41,40,28,6,10062.0,4.0,749.0,104.81,96.0,1.8941636229543066,3.7446229457855225,2.6185450553894043
14时34分25秒.936,5,346,526,525,606,540,81,6,6,416,578,753,732,570,77,6,4,286,633,734,612,366,73,5,6,5,5,5,6,6,6,6,6,37,35,35,33,34,25,5,5,4,5,5,5,4,5,5,5,32,35,35,35,36,27,5,4,26,26,26,27,29,24,5,4,26,26,27,28,27,22,6,5,27,28,28,28,29,24,5,5,59,63,64,66,68,41,5,5,40,40,40,41,40,28,4,10105.0,4.0,753.0,105.26,96.0,1.8920714470291067,3.7446229457855225,2.6185450553894043
14时34分26秒.036,5,349,531,526,608,540,81,6,5,413,580,752,732,571,77,5,6,287,631,735,611,366,73,5,5,5,5,5,5,5,5,5,5,36,35,35,34,34,25,6,5,5,4,4,5,5,5,5,5,34,35,35,35,36,27,5,5,24,25,24,24,24,20,6,6,26,27,28,28,28,22,5,6,28,28,28,28,29,24,5,5,58,63,64,65,68,41,5,5,40,40,41,41,41,28,5,10103.0,4.0,752.0,105.24,96.0,1.8945399033425256,3.741809368133545,2.611649990081787
14时34分26秒.135,5,349,530,526,608,539,81,5,5,418,580,752,732,566,77,6,6,287,626,735,606,362,73,6,6,5,4,5,5,5,6,5,5,36,35,35,35,34,25,5,5,5,4,5,5,5,4,5,5,34,34,35,35,36,27,4,4,28,26,27,27,27,22,5,5,26,26,27,28,28,22,4,5,28,28,28,28,29,24,6,5,57,63,64,65,68,41,5,6,40,40,41,41,41,29,5,10098.0,4.0,752.0,105.19,96.0,1.891179539385162,3.741809368133545,2.611649990081787
14时34分26秒.235,5,354,529,526,607,537,80,6,6,420,573,754,732,567,75,5,5,289,622,738,606,363,72,5,5,5,5,6,5,5,6,5,5,34,35,36,35,34,25,5,5,5,4,5,4,4,6,6,6,34,35,35,35,36,27,5,5,24,24,24,25,25,21,6,5,25,25,25,25,27,21,4,4,28,28,28,32,30,24,4,5,58,62,64,65,68,41,5,5,40,38,40,39,40,28,4,10070.0,4.0,754.0,104.9,96.0,1.8969362509186873,3.741809368133545,2.611649990081787
14时34分26秒.335,5,353,529,523,607,539,79,5,5,420,575,750,730,568,75,5,4,288,621,732,606,363,71,5,5,5,5,5,4,5,5,5,5,34,35,34,35,34,25,5,5,6,5,5,5,5,5,6,6,34,35,35,36,37,28,6,6,24,24,24,24,25,19,6,5,25,25,26,25,26,21,5,5,29,29,32,31,31,24,5,6,58,63,64,65,68,41,5,5,40,38,40,41,40,28,6,10067.0,4.0,750.0,104.86,96.0,1.8932750332473571,3.7391974925994873,2.6143338680267334
14时34分26秒.436,5,353,527,523,609,540,79,5,5,417,572,749,732,569,75,5,6,288,626,734,608,363,71,5,5,4,5,6,5,6,6,5,5,34,36,35,35,34,25,5,5,6,5,4,5,6,5,5,5,35,35,35,36,37,28,5,5,24,23,24,24,25,21,6,5,25,25,26,26,26,22,5,5,29,29,32,28,30,25,5,5,59,63,64,65,68,41,5,5,40,39,39,41,39,28,5,10075.0,4.0,749.0,104.95,96.0,1.8937947131307291,3.7391974925994873,2.6143338680267334
14时34分26秒.536,5,355,524,523,609,541,80,4,5,418,567,749,732,569,77,6,5,289,616,727,605,363,72,5,5,6,4,5,6,5,6,6,5,35,36,35,36,35,25,5,5,5,5,5,5,5,5,5,5,35,35,36,36,37,28,5,5,24,26,27,25,25,20,5,6,26,28,26,27,29,22,5,6,29,29,29,28,30,25,5,5,59,63,64,65,68,41,5,5,39,39,40,41,40,27,5,10071.0,4.0,749.0,104.91,96.0,1.8873082296141697,3.7391974925994873,2.6143338680267334
14时34分26秒.636,5,352,518,521,598,533,80,5,5,414,546,733,716,561,71,5,5,277,591,710,591,356,70,5,5,5,5,5,6,5,5,5,5,28,29,30,28,27,21,5,5,5,4,4,5,4,5,5,5,32,35,34,34,36,26,4,6,23,25,23,25,23,19,6,6,29,33,33,33,33,26,5,5,29,29,29,29,30,25,5,5,59,63,64,65,68,41,5,5,39,41,40,41,40,28,5,9863.0,4.0,733.0,102.74,96.0,1.8862965268380678,3.7438406944274902,2.638193130493164
14时34分26秒.736,5,356,526,529,610,545,84,4,5,406,566,736,716,570,77,5,5,289,630,743,613,368,75,5,5,5,5,4,5,5,5,6,5,34,34,34,34,32,25,6,5,5,5,4,5,5,5,6,5,36,36,36,36,36,29,5,5,23,25,23,23,23,19,5,5,32,32,33,32,33,26,5,5,29,29,29,29,29,25,6,5,59,63,64,66,68,42,5,5,40,41,40,42,40,29,5,10110.0,4.0,743.0,105.31,96.0,1.882751163134608,3.7438406944274902,2.638193130493164
14时34分26秒.836,6,360,533,533,612,547,84,6,5,417,587,752,734,576,80,6,5,293,642,756,623,370,77,6,5,6,5,5,5,5,5,5,6,32,33,33,33,32,24,5,6,5,5,4,5,6,6,5,5,35,36,36,36,36,29,6,5,22,23,23,23,23,19,5,5,32,33,33,33,33,26,5,5,29,32,29,29,32,25,6,5,59,63,64,66,68,43,4,5,40,41,40,41,40,29,4,10252.0,4.0,756.0,106.79,96.0,1.8885617502057177,3.742586851119995,2.6248536109924316
14时34分26秒.935,5,360,533,534,616,550,85,8,4,420,590,752,735,577,81,6,5,293,642,757,621,372,77,6,5,5,5,5,6,5,5,5,5,32,33,33,33,32,23,5,6,4,5,5,5,6,5,6,6,35,36,37,36,37,29,5,5,22,23,23,23,23,19,5,5,32,32,33,33,33,26,5,5,29,32,30,32,32,25,5,5,59,62,64,66,68,42,5,6,40,41,40,41,40,29,5,10274.0,4.0,757.0,107.02,96.0,1.8879290941793332,3.742586851119995,2.6248536109924316
14时34分27秒.036,5,360,533,535,613,550,85,6,6,420,589,751,735,577,80,5,5,293,641,757,622,372,77,6,5,5,6,5,5,6,6,5,5,32,32,33,33,32,23,6,4,5,5,5,5,4,5,5,5,35,36,37,36,37,29,5,5,23,23,23,23,23,19,5,5,29,32,32,33,33,26,5,5,29,31,31,31,32,26,5,5,59,62,64,66,68,42,5,5,40,40,40,41,40,29,5,10260.0,4.0,757.0,106.88,96.0,1.8898009252653922,3.742586851119995,2.6248536109924316
14时34分27秒.135,5,361,532,535,612,550,84,5,4,423,589,752,735,576,80,5,4,293,635,751,618,372,77,5,5,5,5,5,5,4,5,5,4,32,32,33,33,32,24,6,5,4,6,5,5,5,5,6,5,34,36,37,36,37,28,5,4,22,22,23,21,21,19,6,5,29,29,30,31,31,24,5,5,29,31,31,31,32,26,6,5,59,63,64,66,68,42,5,6,41,40,40,41,40,32,5,10227.0,4.0,752.0,106.53,96.0,1.8924713713671972,3.745331048965454,2.6179232597351074
14时34分27秒.236,4,364,530,534,612,550,84,6,5,426,590,754,739,577,80,5,5,296,636,752,618,370,77,6,6,5,5,6,6,5,5,6,5,32,32,33,33,32,24,5,6,4,5,5,4,6,5,6,6,34,36,37,36,37,28,5,5,21,22,22,22,21,19,6,6,29,32,31,31,31,25,5,6,30,31,32,31,32,26,5,5,59,63,64,66,68,42,5,5,41,41,40,41,40,30,5,10256.0,4.0,754.0,106.83,96.0,1.8895535776752066,3.745331048965454,2.6179232597351074
14时34分27秒.337,5,366,530,535,612,552,86,5,5,425,585,754,738,581,81,5,6,296,636,749,621,372,78,5,5,5,5,5,5,5,5,5,5,32,33,33,33,32,24,6,5,5,5,4,4,5,6,4,5,35,35,37,36,37,27,5,5,24,23,23,25,24,19,5,6,29,30,31,31,31,25,5,5,31,31,32,32,32,26,5,6,59,63,65,68,68,42,5,6,41,41,41,41,41,29,6,10273.0,4.0,754.0,107.01,96.0,1.886384182455409,3.7422854900360107,2.627518653869629
14时34分27秒.435,5,366,529,535,612,552,86,6,5,427,593,754,736,581,81,5,5,297,640,755,619,373,78,5,6,5,5,6,6,5,5,5,5,33,33,33,33,32,24,6,5,4,5,4,5,6,6,5,6,35,36,37,36,37,28,5,5,24,24,23,23,24,19,5,5,29,29,31,31,31,25,6,5,31,31,32,32,33,26,6,5,59,63,64,67,69,42,6,6,41,41,41,41,41,29,6,10298.0,4.0,755.0,107.27,96.0,1.8853721416588698,3.7422854900360107,2.627518653869629
14时34分27秒.536,5,367,530,535,612,552,86,5,6,427,593,758,736,583,82,5,5,297,641,753,617,373,78,5,5,5,5,5,5,5,5,5,5,33,33,33,33,32,24,4,5,5,5,5,5,4,4,5,5,35,36,37,36,37,28,5,5,24,24,23,23,24,19,5,6,29,32,32,31,31,25,5,6,31,31,30,32,32,26,5,5,59,63,64,67,69,42,5,5,41,42,41,41,41,32,5,10298.0,4.0,758.0,107.27,96.0,1.8868906947616229,3.7422854900360107,2.627518653869629
