##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时00分27秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时00分29秒.776,2,3,4,4,3,3,4,3,2,4,4,3,4,4,3,1,2,2,4,3,3,7,6,6,2,2,4,3,4,6,3,3,2,2,5,4,4,6,6,4,4,2,5,2,5,8,10,8,4,4,8,2,6,7,8,7,1,4,5,3,2,6,4,2,1,2,2,2,1,2,3,2,3,3,4,3,4,8,7,6,2,2,3,3,4,4,4,3,5,2,4,4,4,8,10,9,385.0,1.0,10.0,4.01,96.0,0.5121495712544768,4.384020805358887,6.193298816680908
14时00分29秒.824,2,2,2,4,3,2,2,1,3,1,3,3,3,2,4,2,3,4,4,3,3,6,8,6,4,2,5,3,4,5,5,5,2,2,3,4,4,5,6,5,4,4,4,2,2,7,7,8,2,4,7,3,4,7,7,8,2,3,2,3,4,5,6,4,4,2,2,4,2,4,4,4,2,2,5,2,2,5,5,8,2,3,4,2,1,2,3,2,4,3,5,4,4,9,10,9,373.0,1.0,10.0,3.89,96.0,0.5037290236068969,4.548257350921631,6.312332630157471
14时00分29秒.875,2,4,2,3,3,4,2,3,3,2,4,2,3,3,4,2,3,4,5,2,3,6,6,6,2,2,5,4,3,4,4,4,2,2,3,2,5,5,5,5,3,3,5,3,4,9,9,8,3,2,8,2,4,8,7,7,3,2,3,2,4,2,5,4,2,3,2,2,2,3,2,2,4,3,4,4,4,5,6,7,3,4,3,2,3,3,4,4,4,5,4,3,4,7,8,11,375.0,2.0,11.0,3.91,96.0,0.4847102227104355,4.548257350921631,6.312332630157471
14时00分29秒.924,5,2,2,2,1,2,2,1,3,2,4,2,2,2,2,1,2,3,5,3,5,7,9,9,2,2,5,2,3,7,6,5,2,2,3,3,4,4,7,5,2,4,6,4,3,7,7,5,4,2,7,4,4,7,8,6,5,3,5,3,2,5,5,6,4,2,4,4,4,5,2,2,3,3,4,2,4,6,6,5,1,0,3,2,2,2,3,1,4,3,4,3,4,7,9,8,370.0,1.0,9.0,3.89,95.0,0.5128017827300074,4.548257350921631,6.312332630157471
14时00分29秒.976,2,1,4,2,2,3,3,5,2,3,3,4,3,3,2,2,2,3,4,4,4,8,6,8,2,4,6,2,2,4,4,4,2,2,4,2,5,5,8,5,2,3,3,4,4,8,8,7,4,2,7,1,4,5,9,6,2,3,5,4,2,4,4,4,5,2,2,2,2,3,2,2,2,3,3,2,4,6,6,7,2,4,5,2,2,3,3,3,1,4,5,3,3,7,9,9,367.0,1.0,9.0,3.82,96.0,0.5162966478114169,4.548257350921631,6.312332630157471
14时00分30秒.025,2,4,2,2,4,3,2,3,3,2,4,3,2,4,2,4,2,5,4,3,4,7,8,7,2,3,5,2,4,6,6,4,3,2,3,3,3,5,7,5,2,3,5,3,5,6,8,8,2,3,9,3,3,7,8,8,2,2,5,2,3,6,7,5,2,2,4,3,3,4,3,2,3,4,3,3,3,6,5,6,2,2,4,2,4,2,2,4,4,4,6,3,2,9,10,9,389.0,2.0,10.0,4.05,96.0,0.5016938550374793,4.548257350921631,6.312332630157471
14时00分30秒.077,4,2,3,2,4,4,4,1,2,2,3,1,3,3,3,2,2,4,4,4,3,5,6,7,2,2,4,3,2,5,5,5,1,2,3,3,4,6,5,5,3,5,5,3,4,8,10,8,2,2,8,3,4,6,7,6,3,2,3,2,1,2,4,4,2,2,2,2,3,4,2,2,4,2,5,3,4,6,6,6,4,4,3,3,2,4,4,3,3,2,4,3,3,10,9,9,365.0,1.0,10.0,3.8,96.0,0.5199924938471194,4.5547943115234375,6.289041042327881
14时00分30秒.126,1,2,2,1,2,1,1,3,4,4,4,4,2,1,2,2,2,2,4,4,3,6,8,7,4,4,6,3,5,5,5,5,2,4,4,3,4,5,5,5,3,4,4,3,4,6,8,5,2,4,6,4,5,6,8,7,2,3,3,3,4,4,5,5,4,4,2,3,2,4,2,2,1,4,5,5,2,6,6,7,2,2,2,3,2,2,2,1,3,2,5,4,4,9,9,11,371.0,1.0,11.0,3.86,96.0,0.5156567416101621,4.5547943115234375,6.289041042327881
14时00分30秒.176,1,2,2,2,4,4,4,4,4,3,4,2,5,2,4,2,1,3,5,2,4,6,5,7,4,4,5,2,2,5,5,3,2,2,4,4,4,5,6,5,2,2,4,3,4,6,9,8,2,4,8,3,4,6,8,7,4,4,4,2,3,4,2,4,2,2,2,3,2,3,2,2,4,3,4,2,3,8,8,7,5,2,3,3,4,5,3,3,3,3,4,3,4,9,9,9,380.0,1.0,9.0,3.96,96.0,0.49181668994625966,4.5547943115234375,6.289041042327881
14时00分30秒.226,1,2,2,3,2,4,1,2,2,1,2,3,3,2,3,2,3,4,4,3,5,6,7,7,3,3,6,4,3,6,5,6,4,2,5,4,3,6,5,4,2,4,3,3,5,7,7,6,2,2,7,4,4,8,7,6,3,1,3,2,3,6,5,5,3,3,3,5,4,4,3,4,3,4,4,2,3,6,8,5,4,3,2,4,3,2,2,2,3,3,4,5,5,9,9,9,381.0,1.0,9.0,3.97,96.0,0.47481903665807446,4.5547943115234375,6.289041042327881
14时00分30秒.277,3,2,3,2,2,4,2,3,4,2,4,3,2,5,4,2,3,2,5,3,2,6,5,5,2,2,5,3,3,4,4,4,3,3,4,2,3,6,5,6,4,4,7,2,4,7,9,8,1,2,9,3,3,8,9,8,1,2,4,3,2,3,2,4,2,2,3,3,2,2,3,3,3,3,4,4,4,8,6,8,4,2,4,1,3,4,3,4,4,2,6,3,3,9,10,8,376.0,1.0,10.0,3.92,96.0,0.53361430655253,4.529255390167236,6.329787254333496
14时00分30秒.324,3,2,2,2,2,2,2,2,4,4,4,1,2,2,1,2,2,3,5,4,2,7,8,8,3,2,7,4,5,6,5,7,4,3,4,3,6,6,7,4,1,4,5,3,4,7,9,8,2,3,9,5,4,6,10,6,2,3,4,4,3,5,5,5,2,2,2,3,2,4,3,2,3,3,4,2,3,6,5,6,2,2,2,2,2,1,3,4,2,4,5,4,4,8,9,10,385.0,1.0,10.0,4.01,96.0,0.5416503083188816,4.529255390167236,6.329787254333496
14时00分30秒.376,4,3,2,4,2,5,4,3,2,2,2,2,4,4,4,4,3,3,4,3,3,8,8,7,2,1,5,2,3,5,3,4,2,2,4,2,4,5,5,5,3,2,4,2,4,8,9,9,4,2,8,5,3,8,9,5,3,2,5,2,4,4,4,5,1,3,1,3,2,2,4,3,3,3,5,5,3,8,6,6,2,4,4,4,3,4,4,2,4,4,5,5,4,7,9,9,390.0,1.0,9.0,4.06,96.0,0.4933482592763113,4.529255390167236,6.329787254333496
14时00分30秒.425,3,2,4,2,2,2,2,4,4,2,3,3,3,2,4,2,1,2,5,2,3,5,8,7,4,2,5,3,4,5,5,5,2,4,5,2,4,7,5,5,3,4,4,2,3,6,8,7,2,3,8,3,4,5,7,6,3,2,2,3,4,5,6,4,2,4,2,2,3,1,3,2,3,3,3,4,3,7,7,5,2,4,2,2,1,1,3,1,3,5,5,3,5,9,11,9,368.0,1.0,11.0,3.83,96.0,0.5239987301388673,4.529255390167236,6.329787254333496
14时00分30秒.477,4,2,3,3,2,5,4,3,4,2,3,2,2,2,3,2,3,3,4,1,2,7,6,6,3,2,3,3,2,5,4,4,2,4,4,2,2,6,7,6,5,2,6,4,4,7,8,9,2,2,8,4,4,8,9,8,3,2,4,4,2,4,5,5,3,1,4,3,2,3,2,2,3,2,4,2,4,6,8,6,3,3,4,3,2,4,2,3,4,2,5,3,4,8,8,10,379.0,1.0,10.0,3.95,96.0,0.5175204642202321,4.529255390167236,6.329787254333496
